sampleId,buildingType,numFloors,floorHeight,numBeams,numColumns,beamSection,columnSection,concreteStrength,steelGrade,steelGradeName,seismicZone,windLoad,liveLoad,deadLoad,maxDeflection,maxStress,stabilityIndex,seismicResistance
2900,residential,12,3.0,180,81,40,45,80,420,S420,Zone 1,1.28,2.13,4.39,16436.9,16.81,100.0,100.0
2901,residential,2,3.0,24,9,22,24,35,420,S420,Zone 2,0.6,2.46,4.13,90.23,109.16,88.46,77.12
2902,industrial,1,6.0,24,9,22,40,45,460,S460,Zone 1,0.92,6.05,9.35,43.85,240.62,80.09,89.25
2903,industrial,3,4.5,24,9,12,28,80,355,S355,Zone 0,1.46,7.61,9.1,4669.46,1640.09,42.68,100.0
2904,office,10,4.0,144,64,30,50,45,235,S235,Zone 2,0.47,2.79,4.96,9151.48,42.07,100.0,85.03
2905,office,8,3.5,112,49,40,45,45,275,S275,Zone 0,1.48,2.76,4.94,10510.04,20.05,100.0,93.56
2906,residential,5,2.7,84,36,28,30,80,235,S235,Zone 0,0.5,1.54,3.86,371.45,37.63,100.0,100.0
2907,commercial,2,4.5,24,9,10,50,60,275,S275,Zone 1,0.34,4.55,5.3,534.06,1584.49,71.46,88.19
2908,residential,4,2.7,60,25,36,40,20,420,S420,Zone 3,0.63,1.76,4.91,130.91,21.11,100.0,56.98
2909,office,6,4.0,40,16,32,40,35,460,S460,Zone 3,1.26,3.41,4.02,15515.48,34.67,100.0,73.25
2910,office,8,3.5,112,49,26,26,70,420,S420,Zone 2,1.01,3.8,5.75,50398.75,81.92,100.0,92.73
2911,residential,5,3.3,60,25,40,40,70,275,S275,Zone 4,0.5,1.51,4.44,480.53,13.87,100.0,58.06
2912,industrial,2,6.0,40,16,14,22,80,460,S460,Zone 1,0.52,5.98,9.47,1353.41,918.0,45.21,96.05
2913,commercial,1,4.5,24,9,10,60,30,420,S420,Zone 0,0.73,4.07,5.83,552.91,1736.49,91.49,93.67
2914,residential,4,2.7,60,25,26,28,80,460,S460,Zone 4,0.84,1.56,3.15,388.02,41.55,100.0,52.99
2915,office,10,3.5,112,49,36,36,60,355,S355,Zone 0,0.89,3.43,5.74,35698.68,34.92,100.0,99.44
2916,commercial,2,4.5,24,9,14,28,20,460,S460,Zone 2,0.66,4.4,6.31,559.43,616.13,45.41,74.94
2917,residential,2,3.3,24,9,18,32,30,275,S275,Zone 1,0.39,1.74,3.18,38.23,131.72,78.46,81.39
2918,residential,3,2.7,40,16,14,45,40,275,S275,Zone 1,0.68,2.26,4.94,113.73,433.84,66.39,83.66
2919,office,5,4.0,40,16,22,32,60,275,S275,Zone 3,1.6,2.76,4.31,14766.66,101.66,89.48,70.88
2920,office,4,4.0,24,9,36,45,50,235,S235,Zone 0,0.79,3.15,5.58,977.54,32.95,100.0,93.75
2921,commercial,2,4.5,24,9,22,26,45,235,S235,Zone 0,1.17,4.47,6.6,821.84,170.58,69.21,92.5
2922,residential,3,3.0,40,16,24,40,70,355,S355,Zone 1,0.42,1.75,4.69,29.11,76.7,100.0,92.38
2923,residential,2,3.0,24,9,24,32,35,235,S235,Zone 0,0.92,1.66,4.68,43.9,67.86,100.0,90.0
2924,residential,4,3.0,60,25,36,45,20,355,S355,Zone 2,0.91,2.01,4.5,196.59,24.44,100.0,72.67
2925,office,10,4.5,180,81,55,60,20,355,S355,Zone 0,0.65,2.54,4.21,14516.43,6.26,100.0,89.44
2926,office,5,4.0,40,16,36,45,25,420,S420,Zone 0,1.08,3.57,4.95,3849.07,30.55,100.0,92.42
2927,residential,3,3.3,24,9,24,30,35,460,S460,Zone 1,0.79,1.93,3.75,590.87,60.68,100.0,86.99
2928,office,12,4.5,180,81,32,50,70,460,S460,Zone 2,0.76,3.08,4.35,47408.97,36.44,100.0,97.98
2929,office,6,4.0,84,36,28,40,70,275,S275,Zone 1,1.37,2.82,5.04,6018.08,60.6,100.0,93.9
2930,residential,2,2.7,24,9,12,32,60,275,S275,Zone 3,0.82,2.08,3.49,159.14,511.81,62.66,60.82
2931,commercial,2,3.5,40,16,18,20,45,355,S355,Zone 1,1.01,4.08,6.1,351.18,259.88,56.03,86.72
2932,commercial,2,4.0,40,16,22,24,90,235,S235,Zone 2,0.79,4.15,6.77,195.26,149.66,79.61,81.25
2933,residential,3,3.0,40,16,22,60,30,420,S420,Zone 4,0.63,2.4,4.1,21.85,99.72,100.0,46.84
2934,office,8,4.5,112,49,30,50,50,275,S275,Zone 3,1.17,3.02,4.34,15639.45,39.8,100.0,78.24
2935,office,12,4.0,220,100,40,40,35,235,S235,Zone 1,0.85,3.01,5.82,83735.08,23.63,100.0,86.83
2936,office,6,3.5,60,25,30,30,35,235,S235,Zone 3,0.85,2.72,4.31,13146.43,44.96,100.0,66.44
2937,office,6,4.0,60,25,26,45,45,275,S275,Zone 3,0.82,3.49,4.3,4288.93,66.24,100.0,71.4
2938,commercial,6,4.5,60,25,30,50,60,420,S420,Zone 2,1.15,4.1,6.19,5261.67,66.79,100.0,90.2
2939,office,6,4.5,60,25,40,50,25,235,S235,Zone 4,1.19,3.81,5.77,9465.7,22.15,100.0,62.2
2940,office,5,4.0,84,36,22,22,20,460,S460,Zone 2,1.37,3.98,4.06,56749.51,110.74,74.84,79.71
2941,commercial,2,3.5,24,9,18,28,60,235,S235,Zone 1,0.4,4.98,5.41,76.63,275.42,62.76,87.23
2942,industrial,2,4.5,24,9,12,26,60,275,S275,Zone 2,0.79,9.12,7.2,633.28,1620.52,43.19,79.07
2943,commercial,1,3.5,24,9,10,12,30,235,S235,Zone 2,1.01,4.56,5.88,627.67,1793.77,42.44,72.11
2944,office,5,4.5,40,16,28,28,40,355,S355,Zone 3,0.54,3.54,5.79,18541.88,70.32,100.0,70.96
2945,residential,3,2.7,24,9,18,40,40,235,S235,Zone 1,0.3,1.68,4.49,43.84,180.88,80.29,82.7
2946,industrial,3,4.5,24,9,20,40,80,420,S420,Zone 2,0.63,6.75,7.91,450.6,322.64,59.13,85.79
2947,commercial,1,4.5,24,9,12,45,30,420,S420,Zone 2,0.33,4.44,6.21,297.14,912.53,92.86,76.11
2948,office,5,3.5,84,36,36,60,45,235,S235,Zone 2,0.41,3.9,4.16,92.39,29.86,100.0,78.62
2949,office,6,3.5,40,16,40,40,70,355,S355,Zone 3,0.62,3.42,4.2,2861.96,20.6,100.0,75.25
2950,industrial,1,5.0,24,9,22,36,80,460,S460,Zone 3,1.16,6.78,8.29,40.31,247.54,92.48,66.24
2951,commercial,2,4.5,40,16,24,24,20,355,S355,Zone 1,0.66,4.52,5.79,663.39,128.79,78.05,81.06
2952,office,8,4.5,60,25,30,32,25,355,S355,Zone 4,1.6,4.0,5.74,328964.73,56.03,100.0,69.56
2953,industrial,3,5.0,24,9,22,60,25,275,S275,Zone 2,0.6,6.42,8.28,242.05,211.66,62.43,73.64
2954,commercial,2,4.0,24,9,24,26,80,420,S420,Zone 4,0.5,4.17,5.19,139.07,107.86,98.38,52.46
2955,commercial,2,3.5,24,9,16,20,70,235,S235,Zone 0,0.61,4.9,5.1,301.48,403.75,52.46,98.75
2956,residential,6,3.3,40,16,26,26,80,355,S355,Zone 1,0.54,1.57,3.36,9361.7,43.13,100.0,96.13
2957,office,10,4.5,180,81,45,50,25,420,S420,Zone 1,1.33,2.63,4.02,57954.64,11.59,100.0,89.0
2958,residential,4,3.3,24,9,28,32,50,275,S275,Zone 3,0.44,2.0,3.16,958.74,39.86,100.0,59.65
2959,residential,5,2.7,84,36,32,36,45,460,S460,Zone 3,0.54,1.62,3.07,268.67,25.23,100.0,62.57
2960,industrial,3,6.0,24,9,12,36,25,355,S355,Zone 1,1.28,6.15,7.48,10163.76,1292.18,42.16,84.03
2961,residential,3,3.3,24,9,18,60,70,235,S235,Zone 2,0.35,2.43,4.13,35.34,200.34,100.0,80.23
2962,office,6,3.5,84,36,40,60,45,275,S275,Zone 3,0.91,3.96,5.27,578.34,25.43,100.0,69.07
2963,office,6,3.5,60,25,26,40,90,420,S420,Zone 3,0.92,3.54,5.85,2830.66,81.33,100.0,77.45
2964,residential,5,2.7,84,36,32,36,40,275,S275,Zone 3,0.93,2.36,4.33,558.32,31.57,100.0,58.65
2965,residential,6,3.0,84,36,36,45,30,420,S420,Zone 2,0.9,1.98,4.26,990.43,21.45,100.0,79.9
2966,industrial,3,4.5,40,16,14,30,80,275,S275,Zone 2,0.72,9.46,8.32,1012.41,1009.99,44.89,82.64
2967,residential,5,3.0,84,36,26,60,50,235,S235,Zone 4,0.52,2.02,3.24,58.57,48.46,100.0,51.63
2968,commercial,2,3.5,24,9,24,60,60,235,S235,Zone 2,0.4,4.19,5.1,17.45,105.07,100.0,78.2
2969,residential,8,2.7,60,25,36,60,25,355,S355,Zone 0,1.14,2.24,3.81,1340.36,19.32,100.0,90.69
2970,office,5,3.5,40,16,30,36,25,420,S420,Zone 4,0.73,3.62,4.42,3742.24,50.95,100.0,55.43
2971,residential,2,3.0,24,9,22,40,70,355,S355,Zone 0,0.82,1.96,4.91,20.22,104.89,100.0,100.0
2972,industrial,1,4.5,24,9,10,36,80,235,S235,Zone 0,0.58,5.77,7.45,691.56,2249.99,91.69,100.0
2973,commercial,2,4.5,24,9,14,40,40,355,S355,Zone 3,1.0,4.69,6.49,207.05,656.74,48.46,59.03
2974,residential,3,2.7,40,16,20,40,20,275,S275,Zone 4,0.54,1.56,4.77,45.34,134.27,80.3,43.66
2975,residential,5,2.7,84,36,30,60,90,460,S460,Zone 2,0.47,1.8,4.51,22.27,37.96,100.0,86.66
2976,office,20,4.5,220,100,30,60,35,460,S460,Zone 2,0.73,3.26,5.07,352412.21,52.57,100.0,92.03
2977,office,15,3.5,220,100,50,50,20,355,S355,Zone 2,0.81,3.66,4.43,71128.57,11.17,100.0,83.55
2978,office,10,3.5,180,81,55,60,30,460,S460,Zone 0,1.07,3.88,4.56,5089.68,7.81,100.0,94.73
2979,office,5,4.0,60,25,32,40,40,275,S275,Zone 0,1.21,3.9,5.99,4229.88,48.04,100.0,92.31
2980,office,5,3.5,40,16,32,40,80,355,S355,Zone 1,0.96,2.71,4.47,1785.02,32.23,100.0,95.45
2981,office,10,4.0,144,64,30,30,60,235,S235,Zone 2,0.81,3.88,5.83,105834.39,55.95,100.0,88.48
2982,residential,10,2.7,144,64,40,40,30,460,S460,Zone 2,0.44,2.13,4.44,3921.26,15.36,100.0,84.46
2983,residential,6,3.3,60,25,36,60,50,235,S235,Zone 0,0.76,2.13,3.9,460.57,19.73,100.0,93.75
2984,office,8,3.5,112,49,28,28,40,420,S420,Zone 1,0.78,3.96,5.07,35331.12,67.75,100.0,91.1
2985,industrial,3,5.0,24,9,16,36,45,275,S275,Zone 2,1.16,6.29,6.78,3080.2,535.54,47.6,77.8
2986,office,15,4.0,220,100,50,60,90,275,S275,Zone 2,0.7,3.13,5.59,26774.07,11.29,100.0,95.04
2987,office,5,3.5,40,16,26,30,90,420,S420,Zone 1,1.36,3.04,4.31,6695.06,65.41,100.0,97.05
2988,office,8,4.0,60,25,40,45,20,420,S420,Zone 2,1.53,3.39,5.81,48909.88,23.39,100.0,82.47
2989,residential,10,3.3,144,64,30,40,70,355,S355,Zone 2,1.14,1.79,4.74,17996.24,39.6,100.0,92.43
2990,residential,2,2.7,24,9,20,22,20,420,S420,Zone 1,0.29,1.94,4.62,54.23,137.61,74.76,82.62
2991,residential,2,3.3,40,16,20,50,25,235,S235,Zone 0,0.68,2.33,3.99,25.29,127.13,100.0,87.5
2992,office,20,4.5,220,100,30,50,60,275,S275,Zone 2,1.14,3.55,4.26,918668.07,45.3,100.0,93.3
2993,residential,3,3.0,24,9,12,12,25,355,S355,Zone 4,0.4,2.1,3.98,7661.45,572.5,44.7,45.35
2994,office,10,4.0,112,49,55,60,90,420,S420,Zone 0,1.38,2.65,5.86,10950.54,8.9,100.0,100.0
2995,commercial,1,3.5,24,9,22,32,35,460,S460,Zone 1,0.56,4.73,5.68,23.95,166.21,100.0,86.99
2996,office,4,4.5,40,16,26,26,60,460,S460,Zone 2,0.97,3.42,5.32,12676.48,81.06,100.0,87.21
2997,residential,4,2.7,40,16,32,60,30,355,S355,Zone 0,0.73,1.88,3.68,33.92,26.58,100.0,91.94
2998,residential,4,2.7,24,9,30,30,60,235,S235,Zone 2,0.78,1.85,4.45,679.41,34.73,100.0,78.2
2999,commercial,2,3.5,24,9,12,28,80,460,S460,Zone 4,0.65,4.62,5.78,322.46,990.53,48.91,52.99
3000,office,4,4.5,40,16,28,28,35,460,S460,Zone 3,0.92,3.2,5.0,10964.68,59.15,100.0,67.77
3001,office,20,4.0,220,100,36,50,60,420,S420,Zone 3,0.57,2.8,4.72,226814.6,25.35,100.0,91.46
3002,residential,8,2.7,112,49,40,60,80,420,S420,Zone 4,0.49,2.1,4.18,223.37,17.35,100.0,69.06
3003,residential,8,3.0,84,36,40,45,30,275,S275,Zone 1,1.0,1.63,4.86,4244.81,14.8,100.0,84.5
3004,residential,2,3.0,24,9,12,24,35,460,S460,Zone 1,0.53,1.8,3.2,157.82,479.22,50.04,86.99
3005,industrial,2,4.5,24,9,14,45,40,460,S460,Zone 4,0.42,8.22,7.18,257.7,871.21,56.53,48.62
3006,residential,5,3.0,60,25,36,45,70,355,S355,Zone 0,0.98,1.56,4.1,356.31,18.44,100.0,100.0
3007,residential,8,3.0,112,49,36,40,80,355,S355,Zone 4,0.7,2.02,4.46,2265.56,24.24,100.0,70.6
3008,commercial,3,4.5,24,9,12,45,90,420,S420,Zone 1,0.49,4.58,5.07,310.48,861.41,48.14,95.35
3009,commercial,1,3.5,24,9,12,20,70,275,S275,Zone 1,0.5,4.59,5.94,288.2,1025.57,67.99,90.46
3010,office,4,3.5,40,16,36,60,20,275,S275,Zone 4,1.08,3.77,4.9,232.71,31.14,100.0,46.0
3011,industrial,1,5.0,24,9,16,60,80,355,S355,Zone 2,1.04,5.83,7.78,130.36,555.32,98.67,83.84
3012,commercial,4,4.5,60,25,22,60,60,235,S235,Zone 1,1.35,4.65,5.46,475.73,139.45,77.07,89.18
3013,residential,2,3.0,40,16,14,20,30,420,S420,Zone 2,0.33,1.92,3.74,105.59,319.91,53.71,76.11
3014,commercial,2,4.0,24,9,22,45,70,235,S235,Zone 4,0.56,4.47,5.27,32.11,140.23,97.96,49.38
3015,residential,2,2.7,40,16,16,28,45,420,S420,Zone 0,0.5,1.75,3.11,44.9,210.54,79.69,97.42
3016,residential,2,3.0,40,16,18,28,40,460,S460,Zone 3,0.39,2.0,4.81,45.89,188.6,77.46,60.77
3017,office,12,4.5,144,64,32,40,30,235,S235,Zone 4,0.68,2.94,4.65,174909.67,38.62,100.0,73.49
3018,commercial,6,4.0,84,36,28,30,60,460,S460,Zone 2,0.7,4.14,5.58,12677.25,78.41,100.0,90.13
3019,commercial,1,3.5,24,9,24,26,80,235,S235,Zone 2,0.4,4.69,5.71,18.77,115.37,100.0,81.25
3020,residential,4,3.3,40,16,24,24,40,460,S460,Zone 2,0.66,2.0,3.39,3060.46,62.5,100.0,79.2
3021,office,25,3.5,220,100,45,60,45,355,S355,Zone 3,0.73,3.99,5.97,251185.6,16.4,100.0,87.46
3022,industrial,3,4.5,40,16,14,60,70,460,S460,Zone 1,0.95,6.93,8.98,260.74,978.79,51.51,95.19
3023,residential,6,2.7,40,16,32,40,45,460,S460,Zone 1,0.58,2.37,4.65,902.22,36.84,100.0,90.65
3024,residential,5,2.7,40,16,40,50,30,235,S235,Zone 2,0.39,2.42,3.32,121.57,15.22,100.0,72.57
3025,residential,10,3.0,112,49,45,45,35,355,S355,Zone 0,0.82,2.44,4.59,8746.55,11.96,100.0,93.19
3026,commercial,2,4.5,24,9,22,32,45,460,S460,Zone 3,0.54,4.47,5.65,177.14,154.65,74.12,61.55
3027,industrial,2,6.0,24,9,14,36,50,420,S420,Zone 0,1.46,8.26,6.05,1126.33,812.59,44.89,98.67
3028,residential,5,2.7,84,36,28,45,45,460,S460,Zone 3,0.99,1.58,4.92,229.18,50.0,100.0,62.57
3029,office,6,3.5,40,16,30,60,70,275,S275,Zone 2,1.41,3.63,4.67,1228.47,54.05,100.0,86.75
3030,office,20,4.0,220,100,45,50,45,235,S235,Zone 0,1.35,3.88,5.09,624360.56,14.59,100.0,92.5
3031,office,6,4.0,40,16,30,36,35,235,S235,Zone 1,1.2,3.68,5.68,24669.63,60.88,100.0,84.67
3032,residential,5,3.0,84,36,22,32,80,355,S355,Zone 1,0.68,1.81,3.71,761.08,85.68,100.0,94.5
3033,industrial,3,4.5,24,9,10,40,35,460,S460,Zone 1,0.64,6.27,9.76,1190.86,2488.79,41.97,87.23
3034,residential,6,2.7,60,25,28,30,90,420,S420,Zone 1,0.94,1.52,3.7,2164.83,37.47,100.0,96.58
3035,office,4,4.5,40,16,26,26,25,460,S460,Zone 2,0.78,3.03,4.41,14522.16,69.96,99.17,79.75
3036,residential,4,3.3,40,16,28,32,70,235,S235,Zone 0,0.42,2.47,3.54,430.89,41.87,100.0,98.75
3037,commercial,5,4.0,84,36,36,40,35,275,S275,Zone 2,1.5,4.57,5.24,4021.88,36.0,100.0,78.7
3038,office,10,4.5,144,64,45,50,30,420,S420,Zone 0,0.67,3.75,5.07,29001.7,14.25,100.0,93.67
3039,office,8,3.5,112,49,26,32,30,460,S460,Zone 0,0.99,3.36,4.27,30408.98,63.81,100.0,94.73
3040,residential,6,2.7,40,16,40,60,30,460,S460,Zone 0,0.33,2.48,3.8,132.7,16.55,100.0,94.73
3041,office,20,4.0,220,100,60,60,45,235,S235,Zone 3,0.67,3.72,4.83,147723.14,6.52,100.0,83.62
3042,office,6,3.5,84,36,24,26,25,275,S275,Zone 3,0.48,3.62,5.3,12113.87,106.37,84.66,65.38
3043,office,12,4.5,180,81,55,60,80,420,S420,Zone 4,1.42,3.87,5.43,43513.91,8.19,100.0,86.88
3044,industrial,2,4.5,40,16,12,16,40,235,S235,Zone 3,1.14,8.58,8.93,3972.01,1765.65,41.92,57.03
3045,residential,2,2.7,24,9,14,36,25,460,S460,Zone 1,0.53,1.51,3.24,75.01,306.45,75.75,84.72
3046,office,6,4.0,40,16,30,50,90,355,S355,Zone 4,1.14,2.85,5.12,3559.51,45.34,100.0,70.6
3047,commercial,2,4.0,24,9,24,28,35,355,S355,Zone 2,0.74,4.72,6.18,259.29,119.91,80.64,75.72
3048,residential,6,3.3,84,36,36,40,20,460,S460,Zone 1,0.34,2.41,3.05,1063.73,19.73,100.0,85.92
3049,residential,3,3.0,40,16,18,20,30,460,S460,Zone 2,0.77,1.88,4.56,1151.57,171.94,61.72,76.97
3050,office,8,3.5,112,49,36,36,30,235,S235,Zone 2,1.15,2.79,5.49,23301.97,27.28,100.0,79.39
3051,commercial,3,3.5,24,9,18,22,60,355,S355,Zone 4,0.67,4.24,5.23,1583.94,249.49,57.93,49.72
3052,residential,10,2.7,144,64,40,60,20,235,S235,Zone 2,0.67,2.23,3.05,1345.43,12.98,100.0,76.9
3053,office,10,4.5,144,64,55,60,25,420,S420,Zone 1,0.88,2.61,5.67,19262.69,7.68,100.0,89.0
3054,commercial,5,3.5,40,16,36,45,35,420,S420,Zone 0,0.96,4.1,6.08,1440.37,38.1,100.0,94.92
3055,office,5,4.0,40,16,30,32,20,275,S275,Zone 0,1.13,3.71,4.79,19021.03,49.42,100.0,87.31
3056,office,15,3.5,220,100,50,60,20,420,S420,Zone 2,1.43,2.89,5.17,55402.03,9.66,100.0,85.17
3057,commercial,3,4.0,24,9,24,30,70,420,S420,Zone 0,1.11,4.35,5.44,1604.56,121.44,90.24,100.0
3058,residential,3,2.7,24,9,14,36,35,275,S275,Zone 1,0.69,2.43,4.6,131.82,409.26,52.39,82.53
3059,residential,10,3.3,144,64,36,50,70,355,S355,Zone 2,1.08,1.96,3.29,6387.38,18.17,100.0,92.43
3060,office,8,4.0,60,25,36,36,70,420,S420,Zone 3,0.53,3.21,4.73,21010.48,28.09,100.0,83.88
3061,office,10,4.0,180,81,40,45,45,275,S275,Zone 2,0.85,2.51,4.62,20443.12,17.98,100.0,86.01
3062,commercial,2,4.0,24,9,20,30,60,275,S275,Zone 0,0.56,4.05,5.31,108.91,188.11,69.57,97.31
3063,commercial,1,4.5,24,9,10,30,80,235,S235,Zone 0,0.96,4.9,5.75,576.38,1814.54,67.07,100.0
3064,office,12,3.5,180,81,55,60,45,235,S235,Zone 0,1.31,2.7,4.5,14724.38,7.19,100.0,92.5
3065,residential,3,3.3,24,9,24,26,40,235,S235,Zone 1,0.98,2.24,3.78,1275.18,75.84,100.0,82.7
3066,industrial,2,4.5,24,9,22,36,25,235,S235,Zone 1,0.75,9.53,7.15,179.92,278.82,59.17,79.3
3067,residential,10,3.0,144,64,55,60,90,235,S235,Zone 3,0.86,2.29,3.98,1371.44,6.2,100.0,79.96
3068,residential,6,3.3,40,16,28,60,35,235,S235,Zone 2,0.66,2.06,4.7,600.49,47.32,100.0,77.69
3069,residential,2,3.3,40,16,22,30,35,275,S275,Zone 0,0.79,2.3,3.85,48.45,91.74,95.91,91.06
3070,residential,2,3.0,40,16,12,36,45,420,S420,Zone 2,0.89,1.64,4.4,155.88,549.56,66.05,79.15
3071,commercial,2,4.0,24,9,20,24,25,235,S235,Zone 3,0.33,4.77,6.14,254.68,227.66,59.67,54.69
3072,office,6,4.5,60,25,30,50,50,275,S275,Zone 0,1.57,3.0,4.75,7961.29,43.32,100.0,94.81
3073,residential,4,2.7,24,9,28,28,45,460,S460,Zone 0,0.92,1.86,4.58,1238.66,48.67,100.0,98.48
3074,office,4,4.0,40,16,30,36,20,460,S460,Zone 1,0.57,3.9,4.17,2029.31,48.31,100.0,84.83
3075,commercial,1,3.5,24,9,14,26,30,355,S355,Zone 4,0.71,4.31,5.04,137.58,599.76,77.41,45.97
3076,commercial,3,3.5,40,16,14,40,50,460,S460,Zone 1,0.92,4.25,5.94,229.29,551.95,49.6,90.38
3077,office,5,4.0,40,16,36,45,45,420,S420,Zone 4,1.76,3.81,4.16,5248.56,30.18,100.0,62.14
3078,office,12,3.5,180,81,55,60,30,460,S460,Zone 1,1.0,2.92,5.29,13082.28,7.57,100.0,91.05
3079,commercial,6,4.0,60,25,36,40,20,420,S420,Zone 2,1.02,4.75,6.53,11590.45,38.65,100.0,80.37
3080,office,6,3.5,84,36,30,60,45,275,S275,Zone 2,1.1,3.88,5.08,620.02,58.42,100.0,81.32
3081,residential,15,3.0,220,100,32,32,45,460,S460,Zone 0,0.48,2.18,3.24,78120.47,28.3,100.0,98.48
3082,residential,6,2.7,84,36,36,45,50,355,S355,Zone 3,0.95,1.82,3.54,433.23,18.24,100.0,66.11
3083,residential,8,3.3,84,36,36,36,45,460,S460,Zone 2,0.51,2.45,3.52,7772.59,22.09,100.0,87.62
3084,residential,6,3.3,84,36,28,50,25,355,S355,Zone 1,0.69,1.62,3.88,840.42,39.06,100.0,84.49
3085,commercial,1,3.5,24,9,10,12,40,420,S420,Zone 1,0.68,4.72,6.58,646.69,1711.71,43.26,87.15
3086,office,20,4.5,220,100,30,30,25,460,S460,Zone 4,0.83,3.69,5.33,7903974.1,53.04,100.0,83.21
3087,residential,2,3.3,40,16,14,20,50,460,S460,Zone 1,0.4,1.56,4.41,135.62,320.14,53.77,90.38
3088,commercial,2,3.5,24,9,20,22,80,355,S355,Zone 1,0.56,4.97,5.72,156.81,204.46,67.61,93.52
3089,office,5,4.0,40,16,36,45,30,275,S275,Zone 4,1.17,3.12,5.4,4354.51,27.6,100.0,57.29
3090,residential,5,3.0,40,16,22,45,30,275,S275,Zone 2,0.34,2.45,3.1,257.58,92.39,94.78,74.68
3091,residential,4,2.7,60,25,40,60,70,460,S460,Zone 0,0.65,2.31,4.93,15.53,17.43,100.0,100.0
3092,residential,3,3.0,40,16,10,60,30,420,S420,Zone 2,0.63,1.81,3.4,307.81,855.34,78.76,76.11
3093,office,6,4.5,60,25,24,50,30,460,S460,Zone 2,0.47,2.93,5.77,3129.72,110.88,86.85,84.46
3094,commercial,3,4.0,24,9,20,40,25,460,S460,Zone 1,0.83,4.27,6.84,631.01,225.58,58.77,84.72
3095,office,12,4.0,180,81,40,45,50,420,S420,Zone 4,1.21,2.98,4.9,69780.53,21.1,100.0,80.14
3096,office,20,4.0,220,100,55,60,20,275,S275,Zone 0,1.75,3.12,5.62,614406.16,9.29,100.0,87.31
3097,residential,5,3.3,84,36,30,40,40,235,S235,Zone 0,0.32,1.77,4.79,338.1,42.02,100.0,91.25
3098,commercial,2,4.0,24,9,12,16,40,460,S460,Zone 0,0.39,5.0,6.11,1116.27,1127.2,43.19,97.23
3099,industrial,3,4.5,24,9,24,45,30,420,S420,Zone 3,1.09,7.29,6.45,872.63,162.11,70.6,59.51
3100,office,6,4.5,40,16,32,60,70,355,S355,Zone 0,1.1,3.34,5.23,3676.75,44.96,100.0,100.0
3101,residential,5,3.3,60,25,30,50,20,460,S460,Zone 0,0.34,1.59,4.36,263.91,36.51,100.0,92.23
3102,commercial,2,3.5,24,9,12,22,50,275,S275,Zone 1,0.71,4.57,5.61,418.9,960.73,44.76,85.93
3103,office,20,3.5,220,100,55,60,30,275,S275,Zone 2,0.52,2.56,5.31,76511.06,8.1,100.0,85.05
3104,office,10,3.5,180,81,30,45,50,355,S355,Zone 2,1.69,3.77,5.97,22350.88,53.67,100.0,88.29
3105,residential,8,2.7,60,25,36,36,60,460,S460,Zone 1,0.8,2.18,4.15,4833.86,19.89,100.0,95.68
3106,industrial,1,4.5,24,9,18,40,90,420,S420,Zone 0,1.47,8.95,7.82,92.46,459.81,100.0,100.0
3107,residential,5,3.3,84,36,24,45,60,275,S275,Zone 1,1.09,1.75,3.13,568.42,54.93,100.0,89.68
3108,residential,6,3.0,84,36,24,28,40,460,S460,Zone 2,0.98,2.37,3.62,6163.92,73.58,100.0,82.94
3109,industrial,1,5.0,24,9,10,22,20,355,S355,Zone 2,0.57,6.37,8.49,801.02,2513.4,44.89,72.67
3110,office,6,4.5,40,16,26,60,35,235,S235,Zone 1,1.31,2.81,5.23,5616.27,68.88,100.0,85.12
3111,residential,3,3.3,24,9,20,32,40,235,S235,Zone 1,0.61,2.12,4.77,293.63,153.06,72.28,82.7
3112,commercial,4,4.0,60,25,22,22,80,460,S460,Zone 1,0.85,4.97,6.8,7384.32,189.14,71.54,97.48
3113,industrial,1,5.0,24,9,16,26,45,355,S355,Zone 1,0.96,5.56,6.43,103.31,429.88,55.27,86.72
3114,office,10,4.0,112,49,36,36,90,420,S420,Zone 0,0.89,2.53,4.29,65000.91,24.79,100.0,100.0
3115,office,10,3.5,112,49,40,45,30,275,S275,Zone 1,1.05,3.92,4.87,24731.6,24.06,100.0,85.81
3116,residential,2,2.7,40,16,10,16,60,235,S235,Zone 0,0.78,1.97,3.18,334.38,821.58,45.47,96.25
3117,industrial,3,4.5,24,9,12,26,25,460,S460,Zone 3,1.54,5.73,8.99,11846.33,1484.29,41.95,59.39
3118,industrial,2,6.0,24,9,12,20,25,275,S275,Zone 4,0.78,9.78,9.21,9234.12,1820.19,41.55,44.28
3119,residential,6,3.0,40,16,32,36,40,420,S420,Zone 1,0.91,1.87,4.62,3737.52,35.23,100.0,89.1
3120,commercial,4,3.5,24,9,32,50,60,235,S235,Zone 0,1.01,4.38,5.89,406.81,53.38,100.0,96.25
3121,industrial,1,6.0,24,9,14,50,60,460,S460,Zone 3,1.15,7.37,8.75,257.19,966.5,88.13,63.9
3122,office,10,4.5,180,81,45,60,60,275,S275,Zone 3,1.06,3.2,4.31,14827.33,12.16,100.0,82.93
3123,residential,2,2.7,24,9,20,20,80,355,S355,Zone 1,0.99,1.75,3.33,118.39,102.49,94.87,93.52
3124,office,8,4.0,84,36,22,22,25,355,S355,Zone 1,1.7,3.22,5.92,574697.1,127.7,71.57,86.36
